stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Sachem\Desktop\studia\I rok\II semestr\6.Podstawy programowania 2\Podstawy programowania2-projekt [Kaczmarski]\Arkanoid-menu\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75380] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75381] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75382] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.75383] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.75385] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.75386] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.75388] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.75437] added dtor for bitmap 0000000000f11fd0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.76096] opening image/other/heart.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.76195] opening image/other/heart.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76248] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76251] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76252] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76254] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76255] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76256] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76257] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76259] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.76260] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.76261] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.76263] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.76265] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.76266] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.76930] added dtor for bitmap 0000000000f11ac0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.76956] opening fonts/karma.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.76982] Font fonts/karma.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.76984]     ascent=33.0, descent=-4.0, height=36.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.76986] added dtor for ttf_font 0000000000f02450, func 00007ff8d4d84c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.76988] opening audio/music/playing.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.85285] added dtor for sample 0000000000f02570, func 00007ff8d4d91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.85296] added dtor for sample_instance 0000000000ef8310, func 00007ff8d4d8929b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.85298] opening audio/effects/poolsplash.wav rb
wav      E                wav.c:121  wav_open                         [   0.86285] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.86291] added dtor for sample 0000000000f026f0, func 00007ff8d4d91a1d
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.86361] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.86364]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.86365]  0.000000 0.707107
dtor     D               dtor.c:196  _al_register_destructor          [   0.86367] added dtor for timer 000000000ae60db0, func 00007ff8d4c9fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.86369] opening high_score.txt r+
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.86389] opening audio/effects/over_button.wav rb
wav      E                wav.c:121  wav_open                         [   0.86799] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.86804] added dtor for sample 000000000b0a4a70, func 00007ff8d4d91a1d
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.86812] opening audio/effects/click_button.wav rb
wav      E                wav.c:121  wav_open                         [   0.87261] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.87266] added dtor for sample 000000000b0a4920, func 00007ff8d4d91a1d
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.87326] opening image/other/paletka.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.87395] opening image/other/paletka.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87404] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87407] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87408] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87409] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87410] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87411] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87415] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.87417] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.87418] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.87419] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.87420] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.87465] added dtor for bitmap 0000000000f12ba0, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88015] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88022] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88262] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88317] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88319] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88329] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88331] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88339] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88340] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88349] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88350] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88366] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88374] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88388] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88390] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88395] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88396] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88519] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88521] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88537] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88549] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88557] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88559] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88566] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88568] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88699] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88710] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88711] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88719] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88841] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88854] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88862] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.88994] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.88999] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89017] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89019] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89034] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89037] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89172] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89182] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89184] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.78718] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.78724]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.78726]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   3.52128] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.52137]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.52139]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72632] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72636] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72638] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72639] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72640] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72641] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72643] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72644] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.72645] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.72646] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.72647] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.72649] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.72650] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   4.73108] Glyph 17: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [   4.73115] Locking glyph region: 0000000000f12d50 0 0 20 32
font     D                ttf.c:167  unlock_current_page              [   4.73157] Unlocking page: 0000000000f12d50
font     D                ttf.c:446  cache_glyph                      [   4.73170] Glyph 1 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   4.73180] Glyph 84: 16x21 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   4.73181] Locking glyph region: 0000000000f12d50 20 0 16 24
font     D                ttf.c:167  unlock_current_page              [   4.73187] Unlocking page: 0000000000f12d50
font     D                ttf.c:243  alloc_glyph_region               [   4.73195] Glyph 21: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [   4.73197] Locking glyph region: 0000000000f12d50 36 0 20 32
font     D                ttf.c:167  unlock_current_page              [   4.73203] Unlocking page: 0000000000f12d50
font     D                ttf.c:243  alloc_glyph_region               [   4.73212] Glyph 20: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [   4.73213] Locking glyph region: 0000000000f12d50 56 0 20 32
font     D                ttf.c:167  unlock_current_page              [   4.73220] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.73582] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.73587] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   8.15392] Glyph 18: 16x29 (16x32)
font     D                ttf.c:287  alloc_glyph_region               [   8.15396] Locking glyph region: 0000000000f12d50 76 0 16 32
font     D                ttf.c:167  unlock_current_page              [   8.15399] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.15449] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.15452] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   9.35355] Glyph 19: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [   9.35359] Locking glyph region: 0000000000f12d50 92 0 20 32
font     D                ttf.c:167  unlock_current_page              [   9.35362] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.35415] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.35418] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  12.35338] Glyph 22: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [  12.35343] Locking glyph region: 0000000000f12d50 112 0 20 32
font     D                ttf.c:167  unlock_current_page              [  12.35346] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.35398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.35401] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  13.35339] Glyph 23: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [  13.35344] Locking glyph region: 0000000000f12d50 132 0 20 32
font     D                ttf.c:167  unlock_current_page              [  13.35347] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.35400] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.35403] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  14.35342] Glyph 24: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [  14.35348] Locking glyph region: 0000000000f12d50 152 0 20 32
font     D                ttf.c:167  unlock_current_page              [  14.35357] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.35564] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.35573] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  15.35338] Glyph 25: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [  15.35343] Locking glyph region: 0000000000f12d50 172 0 20 32
font     D                ttf.c:167  unlock_current_page              [  15.35346] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  15.35402] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  15.35405] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  16.35338] Glyph 26: 20x29 (20x32)
font     D                ttf.c:287  alloc_glyph_region               [  16.35343] Locking glyph region: 0000000000f12d50 192 0 20 32
font     D                ttf.c:167  unlock_current_page              [  16.35346] Unlocking page: 0000000000f12d50
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  16.35398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  16.35402] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  42.70424] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  42.70430]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  42.70431]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67087] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67089] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67090] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67091] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67092] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67094] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67095] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  90.67097] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  90.67098] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  90.67099] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  90.67100] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  90.67102] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [  90.69457] Glyph 58: 23x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  90.69465] Locking glyph region: 0000000000f12180 0 0 24 40
font     D                ttf.c:167  unlock_current_page              [  90.69929] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.69945] Glyph 80: 23x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.69947] Locking glyph region: 0000000000f12180 24 0 24 28
font     D                ttf.c:167  unlock_current_page              [  90.69955] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.69961] Glyph 86: 23x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.69963] Locking glyph region: 0000000000f12180 48 0 24 28
font     D                ttf.c:167  unlock_current_page              [  90.69970] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.69975] Glyph 83: 21x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.69976] Locking glyph region: 0000000000f12180 72 0 24 28
font     D                ttf.c:167  unlock_current_page              [  90.69979] Unlocking page: 0000000000f12180
font     D                ttf.c:446  cache_glyph                      [  90.69982] Glyph 1 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [  90.69994] Glyph 52: 23x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  90.69996] Locking glyph region: 0000000000f12180 96 0 24 40
font     D                ttf.c:167  unlock_current_page              [  90.70001] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.70007] Glyph 68: 22x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.70009] Locking glyph region: 0000000000f12180 120 0 24 28
font     D                ttf.c:167  unlock_current_page              [  90.70014] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.70021] Glyph 70: 23x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.70022] Locking glyph region: 0000000000f12180 144 0 24 28
font     D                ttf.c:167  unlock_current_page              [  90.70029] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.70034] Glyph 27: 11x28 (12x28)
font     D                ttf.c:287  alloc_glyph_region               [  90.70035] Locking glyph region: 0000000000f12180 168 0 12 28
font     D                ttf.c:167  unlock_current_page              [  90.70037] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.70045] Glyph 22: 24x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  90.70046] Locking glyph region: 0000000000f12180 180 0 24 40
font     D                ttf.c:167  unlock_current_page              [  90.70053] Unlocking page: 0000000000f12180
font     D                ttf.c:243  alloc_glyph_region               [  90.70063] Glyph 17: 24x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  90.70066] Locking glyph region: 0000000000f12180 204 0 24 40
font     D                ttf.c:167  unlock_current_page              [  90.70071] Unlocking page: 0000000000f12180
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  90.70124] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  90.70126] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  92.70419] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  92.70425]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  92.70428]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  92.95336] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  92.95342]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  92.95346]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  93.80061] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  93.80069]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  93.80070]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  97.02086] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  97.02092]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  97.02094]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  97.24439] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  97.24446]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  97.24448]  0.000000 0.707107
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99547] removed dtor for bitmap 0000000000f02910
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99569] removed dtor for bitmap 0000000000f02d70
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99572] removed dtor for bitmap 0000000000ef5cf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99588] removed dtor for bitmap 000000000b0a3050
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99592] removed dtor for bitmap 0000000000efdd50
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99594] removed dtor for bitmap 0000000000efdf00
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99595] removed dtor for bitmap 0000000000ef92d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99597] removed dtor for bitmap 0000000000efb080
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99599] removed dtor for sample 0000000000ee5950
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99632] removed dtor for bitmap 0000000000f003c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99656] removed dtor for bitmap 000000000ae60c00
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99660] removed dtor for bitmap 0000000000eff700
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99666] removed dtor for bitmap 000000000ae60360
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99669] removed dtor for bitmap 000000000ae60a30
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99672] removed dtor for sample 0000000000ee2800
